idProducto;codProducto;nombre;stock;idSubcategoria;idCategoria
462;B1523;TIJERA CASTROVIEJO;430;22;8
463;A1807;TIJERA LITTAUER BELKYS;357;22;8
464;A1523;TIJERA P/ ENCIA D.M.G CURVA;29;22;8
465;A1822;TIJERA P/ENCIAS MARTIN IMPORTA;107;22;8
466;A1806;TIJERA PARA METAL CURVA;475;22;8
467;A1544;VASO CRUZ ROJA PLASTICO;492;23;8
468;C1599;ZEKRYA JET BURS;184;23;8
469;B1789;ACOPLES P/TURBINA;243;12;9
470;B1768;ACQUAFIT DUCHA PERSONAL;449;12;9
471;B0909;ALACENA;382;12;9
472;C1725;AUTOCLAVE FICOINOX 13.5 LT;39;12;9
473;A0900;BOMBA DE VACIO STARBAC;236;12;9
474;A1770;BULBO PARA SPECTRUM;475;12;9
475;B0919;CAJ.RODANTE/MOD.COMPU/FICHERO;5;12;9
476;E1789;CAVITADOR EVO TORQUE;13;12;9
477;E1703;COMPRESOR 1.5 HP.;482;1;9
478;A1703;COMPRESOR AT 1 HP.;469;1;9
479;C1703;COMPRESOR NARDI & HERRERO;0;1;9
480;A907;CONTRA ANGULO DENTFLEX;464;2;9
481;D1714;CONTRA ANGULO GNATUS;202;2;9
482;B1781;CONTRA ANGULO STRONG 1:1;331;2;9
483;A1780;CONTRANGULO GACELA SEDNA .;0;2;9
484;B1719;CONTRANGULO KAVO;419;2;9
485;B1707;DELANTAL PLOMADO C/CUELLO;347;12;9
486;A1758;ELECTROBISTURI PERFECT;421;12;9
487;A1701;ELEVADOR TENSION COMPRESOR;167;12;9
488;E1725;ESTERILIZADORA AUT. FAETA-EGEO;341;3;9
489;A1751;ESTERILIZADORA CUARZO DRILLCO;101;3;9
490;I1725;ESTERILIZADORA EGEO MINI;71;3;9
491;D1725;ESTERILIZADORA FAETA 6 BAND.;179;3;9
492;A1711;GABINETE P/REVELADO EGEO;393;4;9
493;A1734;GABINETE P/REVELAR PINTADO;156;4;9
494;B1746;GABINETE REVELADO ACERO;453;4;9
495;A1717;INSERTO PARA CAVIRADOR;69;12;9
496;A1726;JERINGA TRIPLE NAC. METALICA;478;12;9
497;A1472;JET PLUS APARATO BICARBONATO;148;12;9
498;A1767;JUEGO DE FORCEPS ALEMAN X 10;39;12;9
499;A1772;KIT DE BANDEJA AUXILIAR;441;12;9
500;A1792;KIT GACELA T-C-M-ACEITE-ACOPLE;70;12;9
501;A1714;KIT GNATUS TURBINA- CONTRAANGU;159;12;9
502;B1743;LAMPARA 3M ELIPAR 2500;135;5;9
503;B1754;LAMPARA BLUEPHASE LED;253;5;9
504;A1790;LAMPARA LED INALAMB. M.60 TPC;29;5;9
505;A910;LAMPARA LITEX HALOGENA;26;5;9
506;A1756;LAMPARA NOVALIGHT C/LED;374;5;9
507;F1744;LAMPARA SOL LIGHT MOD. 800B;383;5;9
508;A1743;LAMPARA SOLBECH MOD. 800 B;125;5;9
509;C1769;LAVADORA IOI;231;6;9
510;B1769;LAVADORA ULTRASONICA 700CC.;353;6;9
511;B1701;LUPAS GALILEO C/ LUZ;133;12;9
512;B911;MICRO BLUE ROCKET ENDO 2000;124;12;9
513;B910;MICRO.ELECT.BLUE ROCKET BR3000;236;12;9
514;B1787;MICROARENADOR;403;12;9
515;A900;MICRODRILL DRILLCO;229;12;9
516;A1781;MICROMOTOR DRILLCO M2 H35;168;7;9
517;A917;MICROMOTOR HAKUSUI;141;7;9
518;B912;MICROMOTOR M1 C/PIEZA DE MANO;382;7;9
519;B0901;MOD.DOS CUERPOS C/MULT.SIMPLE;382;8;9
520;C0919;MODULO DE 2 CUERPOS C/HUECO;308;8;9
521;B0912;MULTIF.SIMPLE;93;12;9
522;B0916;NEGATOSCOPIO CHAPA;19;12;9
523;132;PERILLA DE BAQUELITA;179;12;9
524;A1713;PIEZA DE MANO RECTA W&H;89;12;9
525;A1437;PINZA DE 2.3MM. DRILLCO P/TORN;139;12;9
526;B1772;PROPHY JET TPC;422;12;9
527;A1791;PUNTAS P/CAVITADOR NSK ULTRASO;150;12;9
528;B1753;RECORTADORA DE YESO C/BISAGRA;251;12;9
529;B920;RETEN DE DOS/TRES VIAS;143;12;9
530;A1550;SACAFRESAS GACELA-KMD;303;9;9
531;B1550;SACAFRESAS KAVO;183;9;9
532;A1753;TERMOFORMADORA SABILEX-EGEO;122;12;9
533;B1735;TORNO 1/8 COLG. ECO;262;10;9
534;A1771;TORNO DE MANO DRILLER;94;10;9
535;B1700;TURBINA DOCHEM PUSH BOTON;415;11;9
536;C1759;TURBINA EVO DELTA BUTTON;56;11;9
537;B1759;TURBINA EVO TORQUE BUTTON;264;11;9
538;C1761;TURBINA GACELA EVO MINI;78;11;9
539;B1742;TURBINA GACELA EVO QUARTZ;105;11;9
540;A1789;TURBINA GACELA EVO TORQUE;166;11;9
541;C1714;TURBINA GNATUS;174;11;9
542;A1759;TURBINA KAVO UNIK;232;11;9
543;B1761;TURBINA KMD MAXTORQUE;152;11;9
544;A1786;TURBINA NSK PANA-MAX;300;11;9
545;A1742;TURBINA TE-97 LED ALEGRA;86;11;9
546;A915;VIBRADOR DE YESO CHICO;381;12;9
547;A1768;WATER PICK DUCHA BUCAL;225;12;9
548;C1840;ADAPTADOR ALPHA F.G.;266;6;10
549;A1030;ADHESIVO DENSELL;435;6;10
550;A1076;AVIO COMPOSITE OPTIMIZE X 8 U.;388;6;10
551;356;CEPILLO BROCHA C/A IMPORTADO;422;1;10
552;C224;CEPILLO GAMUZA GENERO;88;1;10
553;B200;CEPILLO GUM X 4 UN.;457;1;10
554;204;CEPILLO LIMPIA FRESAS;429;1;10
555;C225;CEPILLO PELO DE CABRA;362;1;10
556;203;CEPILLOS GAMUZA/GENERO P/TORNO;474;1;10
557;B1804;DISCO SIERRA 1/4;43;2;10
558;B1009;DISCOS C/U/ P/ COMP.SUPERFIX;367;2;10
559;A1409;DISCOS CARBORUNDUM MOYCO 7/8;418;2;10
560;C1804;DISCOS DE ACERO C/U;268;2;10
561;A1804;DISCOS DE ACERO X 12 7/8 ALEM;14;2;10
562;A1441;DISCOS DE PAPEL X 10;106;2;10
563;B1001;DISCOS HAWE X 10 MINI FLEX;297;2;10
564;C1409;DISCOS IRROMP.;186;2;10
565;35;DISCOS P/PULIR COMP. X 40;468;2;10
566;A1454;DISCOS SOF-LEX POPON-XT X 30;182;2;10
567;C1009;DISCOS SUPERSNAP SHOFU AVIO;336;2;10
568;D1009;DISCOS SUPERSNAP SHOFU C/U;340;2;10
569;B223;FLAMEADOR DE PLASTICO;378;6;10
570;A1818;FRESA DE CARBURO DE 34MM. P/CA;283;3;10
571;A1841;FRESA JET BURS P/IMPLANTE P.M.;427;3;10
572;B1599;FRESA LN CA 006;130;3;10
573;B1582;FRESA TRANSMETAL MAILLEFER;109;3;10
574;A1599;FRESA ZEKRYA MAILLEFER-ENDOZ;452;3;10
575;B1840;FRESAS CIRUGIA DZ;365;3;10
576;A1840;FRESAS DE CARBURO DENSELL FG;276;3;10
577;A1589;FRESAS DOCE FILOS I SERIE;306;3;10
578;A1802;FRESAS JOTA P/TURBINA Y CONTRA;236;3;10
579;A1815;FRESAS MEISINGER P/C;207;3;10
580;A1541;FRESAS P/CIRUGIA LARGAS;442;3;10
581;A1582;FRESAS P/CORTAR METAL;447;3;10
582;A159;FRESAS P/CORTAR METAL MICROD.;190;3;10
583;B1592;FRESERO PLASTICO P/24 FRESAS;107;3;10
584;218;FRESON DE ACERO PIMPOLLO;110;3;10
585;B218;FRESON DE CARBURO DC;63;3;10
586;A2106;FRESONES 41P AL 33C Y 61A;434;3;10
587;A2105;FRESONES 84T AL 88A 84TG- 63BG;440;3;10
588;A2103;FRESONES 84TSP 88ASP;49;3;10
589;A2101;FRESONES D2 AL D8;123;3;10
590;C218;FRESONES DE ACERO FINOS C/U;145;3;10
591;C368;GOMA P/ PULIR ACRILICO DOCHEM;70;6;10
592;B1433;GOMAS C/SIRCONIO;24;6;10
593;B356;HILO DENTAL;396;6;10
594;221;MANDRILES C/A Y PM C/U IMPOR.;123;6;10
595;A2110;PERNOS DOWEL PIN MAIN STAY C/U;326;6;10
596;C1101;PIEDRA P/AFILAR TIBET;106;4;10
597;A1553;PIEDRAS DE ARKANSAS FG LLAMA/C;346;4;10
598;A1592;PIEDRAS DE DIAMANTE;266;4;10
599;A1816;PIEDRAS HORICO CLASE 4 RUEDAS;33;4;10
600;A1811;PIEDRAS HORICO CLASE I;491;4;10
601;A1812;PIEDRAS HORICO CLASE II;54;4;10
602;A1810;PIEDRAS HORICO FORMAS K;373;4;10
603;B368;PIEDRAS P/ PORCELANA FLEXILLIU;370;4;10
604;B100;PIEDRAS P/COMPOSITE;325;4;10
605;368;PIEDRAS P/PROTESIS;114;4;10
606;A368;PULIDOR MARRON P/ACRILICO;303;5;10
607;A1512;PULIDORES EVE COMPOSITE P/C.;267;5;10
608;B1512;PULIDORES KENDA C/U;477;5;10
609;C1512;PULIDORES P/ COMP. MANDRIL PLA;100;5;10
610;A1624;AMBO BLANCO COLOR;323;1;11
611;A1631;AMBO ECONOMICO CIRUGIA;7;1;11
612;A1632;AMBOS CELTA- ARCIEL;222;1;11
613;A1602;BLOCK FICHA DE USO PRIVADO;423;4;11
614;A1615;BONO AMARILLO SIST. CAPITADO;55;4;11
615;C243;CHAQUETA 243 C/CIERRE Y VIVOS;151;2;11
616;C249;CHAQUETA ARCIEL 249C/ BRODERI;121;2;11
617;C290;CHAQUETA BLANCA Y COLOR;363;2;11
618;A1630;CHAQUETA BROCHES;391;2;11
619;C488;CHAQUETA COMBINADA HOMBRE;91;2;11
620;A1622;CHAQUETA DAMA BLANCA;449;2;11
621;A1628;CHAQUETA DENTAL BAS;272;2;11
622;A1629;CHAQUETA ESTUDIANTIL;196;2;11
623;A1625;CHAQUETA HOMBRE BLANCA;316;2;11
624;A1627;CHAQUETA HOMBRE COLOR;8;2;11
625;A1609;FICHAS DE PREVENCION;284;4;11
626;A1601;FICHAS VERDES X 100;47;4;11
627;A1610;FORMULARIO DE ORTODONCIA;15;4;11
628;A1608;ORDENES DE RX.;303;4;11
629;C253;PANTALON CAPRI BLCO/N. 253;443;3;11
630;A1626;PANTALON COLOR HOMBRE;449;3;11
631;A1613;PERIODONCIA IOMA.;206;4;11
632;A1477;POSTERS O LAMINAS PREVENCION;230;4;11
633;A1607;RECETARIO;6;4;11
634;A1604;RESUMEN COMPUTACION;338;4;11
635;A120;ALCOHOL GEL X 1 LT.;384;4;12
636;A1339;BARRERA GINGIVAL OPALDAM X JER;117;4;12
637;A135;BLANQUEADOR POLANIGTH C/JER;79;4;12
638;C0904;BUCHES NAF;10;4;12
639;B1202;BUCHEX FORTE X 200 ML.;53;4;12
640;A1344;DECIDENT-SOBRE DESINF.P/TURB.;78;4;12
641;581;DESENSIBILIZANTE GEL DENSELL;369;4;12
642;A1307;DESIN. BACTER-BUR P/FRESAS;165;1;12
643;A1305;DESIN. MADACIDE 1 GALON OFERTA;134;1;12
644;A1321;DESIN. NOVACID P/FRESAS;170;1;12
645;A1309;DESIN. P/MANOS BIOCIDA X 500 M;28;1;12
646;24;DESIN. PARA ESPONJERO DICKINSO;399;1;12
647;A1324;DESIN.LIM.ENZI.1 L. DENSELL;221;1;12
648;A1343;DESINF. BIO-UC38 CONC. P/LAV.;288;1;12
649;A1358;DESINF. GLUTARCOAT A.S.;12;1;12
650;B1324;DESINF. LIMPIADOR X500 DENSELL;78;1;12
651;A121;DESINFECTANTE PROCIDE SPRAY;370;1;12
652;A1348;DET. ENZIMATICO X 1 LT.;406;2;12
653;B1301;DETECTOR DE CARIES;228;2;12
654;B1205;FLUORDENT SEMANAL COLUT. X 200;162;3;12
655;A0904;FLUORGEL NAF;128;3;12
656;A1316;FLUOROPLAT CARIOSTATICO;59;3;12
657;288;FORMALINA X 25 DICKINSON;281;4;12
658;409;FORMALINA X 50 DICKINSON;171;4;12
659;300;GASA IODOFORMADA DICKINSON;153;4;12
660;C1340;GERMIKILL GEL;497;4;12
661;A1323;HEMOSTATICO X 5 UN.;186;4;12
662;B1304;HILO P/RETRACCION GINGIVAL;326;4;12
663;A1445;INDICADOR DE CARIES KLEPP;105;2;12
664;C1350;JABON LIQUIDO BACTI BUSTER;423;4;12
665;A1434;LEVERFRESH DISPENSER;0;4;12
666;D1304;LIMPIADOR CAVIT;291;4;12
667;201;MANTAS P/ CERAMICAS;93;4;12
668;A26;NAFRESIM-P/SENSIBILIDAD;399;4;12
669;A1347;OPALEC. AMBULATORIO C/JER.;220;4;12
670;C142;OPALUSTRE P/MIC.ABRASION C/J;401;4;12
671;21;PASTA DE LIMPIEZA DENT BRILL;254;3;12
672;B123;PASTA DE PULIDO DIAM.ULTRADENT;380;3;12
673;C21;PASTA PARA LIMPEIZA KLEPP;86;3;12
674;B1201;PERIOBACTER AVIO BARNIZ;355;4;12
675;B1328;PERIOBACTER COLUTORIO;308;4;12
676;B1206;PLAC OUT X 200 ML.;472;4;12
677;299;QUITAMANCHAS DENTAL DICKINSON;166;3;12
678;A1328;REVELPLAC;63;4;12
679;B1207;SEBSIDENT COLUT. X 250 ML.;139;4;12
680;B1208;SENSIDENT PASTA DENTAL X 90GR.;383;4;12
681;151;SOLUC. HEMOS.GINGIVA X10 ML.;339;4;12
682;454;VASELINA SOLIDA;265;4;12
683;A1446;ABRE BOCA SPANDEX;310;1;13
684;A1448;ABREBOCA ARCFLEX FGM;265;1;13
685;C1446;ABREBOCA MAQUIRA;225;1;13
686;D1446;ABREBOCAS;212;1;13
687;F1446;ABREBOCAS OPEN-EX;466;1;13
688;215;ACEITE LUBR. KMD/GACELA SPRAY;378;14;13
689;B139;ALAMBRE DE LIGADURA;376;14;13
690;B1012;ANALOGOS BRONCE;206;14;13
691;423;ANILLOS IDENTIFICADORES X20;480;14;13
692;C1506;ANILLOS UNIMATRIX;446;14;13
693;A222;ARCOS P/SIERRA;348;14;13
694;A1353;AVIO CORONITAS DE ACETATO;181;14;13
695;D141;BICARBONATO KLEPP X 40GR.;230;14;13
696;A1336;BLANQUEADOR CONTRASTAM 1 PAC;87;2;13
697;B1355;BLANQUEADOR LASE PEROXIDE 35%;173;2;13
698;A1355;BLANQUEADOR POLA P/1 PACIENTE;67;2;13
699;B1336;BLANQUEADOR WHITEGOLD OFFICE;69;2;13
700;149;BUCAL BABY DOSIS CHUPETE C/D;284;3;13
701;C1318;BUCAL TAC BIO-CLEAN ADULTOS;132;3;13
702;C1310;BUCAL TAC CEPILLO UNIPENACHO;253;3;13
703;C1331;BUCAL TAC ENHEBRADOR P/ HILO;152;3;13
704;C1317;BUCAL TAC MANGO INTER.+ 2 REP.;264;3;13
705;C1323;BUCAL TAC MINT PALILLOS INT.;141;3;13
706;C1327;BUCAL TAC MINT PALILLOS X 100;209;3;13
707;C1326;BUCAL TAC PALILLOS COMBO X100;310;3;13
708;C1314;BUCAL TAC PERIO STICKS;338;3;13
709;C1307;BUCAL TAC- CEPILLO EVOLUTION;416;3;13
710;C1303;BUCAL TAC- CEPILLOS FLEXI-GRIP;286;3;13
711;C1304;BUCAL TAC- CINTA E HILO;182;3;13
712;C1306;BUCAL TAC-CEPILLO CLASIC;189;3;13
713;C1301;BUCAL TAC-CEPILLOS;330;3;13
714;C1305;BUCAL TAC-ORKET FLOSS;456;3;13
715;A240;CAPSULA DE PETRI;89;14;13
716;C1329;CEPILLO ORAL-B VITALITY;324;4;13
717;B1309;CEPILLO SANIFILL 26-39-47-KIDS;77;4;13
718;C1309;CEPILLOS INTERDENTALES SANIFIL;358;4;13
719;B1350;CLEAR VISION;401;14;13
720;D1350;CLEAR VISION REPUESTO;468;14;13
721;A1418;CORONITAS ACETATO INDIVIDUALES;16;5;13
722;A1402;CORONITAS DE POLICARBOXYLATO;295;5;13
723;A1414;CORONITAS FRASACO;294;5;13
724;C1302;CREMA DENTAL HEXIBEN;132;14;13
725;A1327;CREMA PARA MANOS BACTI BUSTER;467;14;13
726;P241;CUBETA IND. CELESTE .125;318;6;13
727;P242;CUBETA IND. CELESTE .150;72;6;13
728;50;CUBETAS P/TOPICACION EE.UU X 1;184;6;13
729;C1392;DADOS PORTA CEPILLO DENTAL;58;14;13
730;A1390;DENTADURAS SALTEADORAS;434;14;13
731;B122;DESINF. KLEPP P/INSTRUMENTAL;145;14;13
732;C1315;DESODORANTE BUCAL SPRAY;275;14;13
733;426;DETERGENTE ENZ.ANIOSYME;305;14;13
734;C1402;DIENTES BIOTONE/BIOCRIL;300;7;13
735;B1402;DIENTES SUPERLUX;264;7;13
736;B224;DIPLOMAS DEL BUEN PACIENTE;408;14;13
737;A1421;DISPENSADOR P/ROLLO ALGODON;11;14;13
738;A1507;ENDOFROST SPRAY ROEKONSEN AVIO;374;14;13
739;A1821;ESPEJO MUELA;216;14;13
740;C141;ESPONJAS REPUESTO;126;8;13
741;D142;ESPONJERO DE ACERO;392;8;13
742;A139;ESPONJERO ENDO DIADEN;184;8;13
743;A137;ESPONJERO MAILLEFER;287;8;13
744;A142;ESPONJERO VIDRIO P/ENDODONCIA;66;8;13
745;D143;FRESERO PLASTICO ECO;193;9;13
746;C143;FRESERO REDONDO P/60 FRESAS;469;9;13
747;C1592;FRESERO SUTIDO 21 PIEDRAS DIAM;415;9;13
748;B214;GAMUZA ALGADENT C/U;376;14;13
749;C1316;GEL DENTAL BUCAL TAC BLANQ.;260;14;13
750;C1313;GERMIKILL TOALLITAS INDIVIDUAL;135;14;13
751;A1447;GUIA DE COLORES CHROMASCOP;186;14;13
752;A1391;IMAN- RATON C/OREJAS Y COLA NE;297;14;13
753;10;LAPIZ TINTA FABER;352;14;13
754;A456;LENTES 3M 920 AF ANTIEMPA¥ANTE;213;10;13
755;456;LENTES P/ PROTECCION TRANS. IM;192;10;13
756;B456;LENTES TRANSPARENTE PROTECCION;185;10;13
757;C456;LENTES UVEX GENESIS S340 ANTIE;95;10;13
758;B1323;LIQUIDO RETRACTOR GINGIVAL KLE;481;14;13
759;B241;LLAVERO MUELITA CHICO;378;14;13
760;C1300;MACROMODELO;50;14;13
761;A1574;MATRICES PREFORMADAS IVORY TOF;492;11;13
762;B1506;MATRICES X 5 UNIMATRIX;261;11;13
763;A1470;MATRIZ HAWE;194;11;13
764;A1481;MATRIZ STRIPROLL HAWEX 15M.;1;11;13
765;A1318;MEMBRANA FIBRA DE VIDRIO C/RES;321;14;13
766;A1313;MI PASTE KIT X 40 GRS. GC.;72;14;13
767;B242;MUELITA P/ NI¥OS;195;14;13
768;A1392;MUELITA PELOTA PORTA CEPILLO;116;14;13
769;A0001;MU¥ECO PERRO;330;14;13
770;B219;OCLUSOR PLASTICO;31;14;13
771;A140;OPALESCENCE QUICK X 2 JER.;37;14;13
772;228;OXIDO DE ALUMINIO X 1 K.;277;14;13
773;A1424;PAPEL ART. HANEL C/HERR. AZUL;77;14;13
774;B1428;PAPEL ART. HERR. BECH HANEL;194;14;13
775;A1442;PAPEL ART. LIBRITO X 12 H.;42;14;13
776;B21;PASTA ALTO BRILLO;5;14;13
777;360;PASTA DENTAL HEXIBEN X 90 GRS.;111;14;13
778;A1310;PASTA DENTAL OPALESCENCE;274;14;13
779;A1308;PASTA PULIDO DIAMOND EXCEL;174;14;13
780;C215;PICO LUBRICADOR;9;14;13
781;C1013;PILAR RECTO;296;14;13
782;A1492;PINS P/DURALAY CAJA X 60;148;14;13
783;27;PINS STP P/RECONST. ANGULO;420;14;13
784;P236;PLACA BASE ROSA 0.60;33;12;13
785;P238;PLACA BASE ROSA 0.80;353;12;13
786;P220;PLACA MIORRELAJANTE DUAL;331;12;13
787;P119;PLACAS P/PROT. BUCAL 1.2;53;12;13
788;P119Y;PLACAS P/PROT. BUCAL COLOR;56;12;13
789;P114;PLACAS RESIL. 0.40;103;12;13
790;P215;PLACAS RESIL. P/TEMP 0.20;42;12;13
791;P118;PLACAS RESILIENTE 0.8;142;12;13
792;P226;PLACAS RIG. 060 SABILEX;30;12;13
793;P228;PLACAS RIG. 080 SABILEX;201;12;13
794;163;PORTA-FILM EMMENIX C/U;56;14;13
795;P818;PROFLEX LAMINA P/PROT. X 1;271;14;13
796;B1339;PROTECTOR GINGIVAL TOP DAM FGM;8;14;13
797;A1325;R.T.R OSEO EN FOSFATO TRICALCI;187;14;13
798;A1393;RATON TODO DE UN COLOR ECONOMI;355;14;13
799;B141;REC. DESCONT. P/FRESAS;65;14;13
800;A141;RECIPIENTE P/LIMP. C/TAPA;479;14;13
801;B1318;REDES DE NYLON C/U;393;14;13
802;36;REPLAK REV DE PLACA BACTERIANA;393;14;13
803;A1469;SIERRAS REPUESTO NEY C/U;106;14;13
804;B222;SIERRITAS REPUESTO P/ YESO;345;14;13
805;A136;SPRAY P/OCLUSION;376;14;13
806;B1013;TAPON CICATRIZAL;325;14;13
807;A1012;TEFLON PARA PROTESIS;183;14;13
808;B1370;TERMOMETRO;79;14;13
809;C1322;TOP BRUSH COVERS X4 CAPUCHONES;166;14;13
810;C1335;TOP BRUSH FLOSSERS PALILLO HIL;325;14;13
811;E1012;TORNILLO TRAB. TITANIO CUA.RED;398;14;13
812;A1013;TRANSFER CON TORNILLO .;113;14;13
813;C1012;UCLAS CALCINABLES;312;14;13
814;B240;VASO DE PRECIPITACION;328;14;13
815;240;VASOS DAPEN COLOR;117;13;13
816;A1545;VASOS DAPEN DESC.;192;13;13
817;A132;VASOS DAPEN FIXI-DAP 0;483;13;13
818;A1436;VASOS DAPPEN SILICONADO GDE.;158;13;13
819;B1306;VISCOSTAT C/U;92;14;13
820;B1303;WHITENESS HP 35% BLUE FGM.;21;14;13
821;B489;ZAPATOS HOMBRE 3035;131;14;13
822;C1489;ZAPATOS HOMBRE 3081/3482;402;14;13
823;A1350;ZOCALOS PVC X 3;480;14;13
824;B1455;ADAPTADOR DE BANDAS;83;14;14
825;C1416;ALAMBRE DE LIGADURA;265;1;14
826;B1448;ALAMBRE VARILLA REDONDO;221;1;14
827;B1419;ALAMBRE VARILLA TWIST;419;1;14
828;B1487;ALAMBRE X 50GRS. ORTOPEDIA;54;1;14
829;B1453;ALICATE CONT. ANGLE PTA. FINA;41;2;14
830;B1461;ALICATE DISA CORTE DISTAL;463;2;14
831;B1440;ALICATE HOW BELKYS;76;2;14
832;B01515;ALICATE SMOLKO CORTE DISTAL;247;2;14
833;B1438;ALICATE UNIVERSAL BELKYS;262;2;14
834;B1435;AMANBRE 1.2 MM. X 1 METRO;393;1;14
835;B1409;ARCO ACERO CUADRADO;405;3;14
836;B1408;ARCO ACERO REDONDO SUP.;185;3;14
837;B1442;ARCO C/POSTE LEONE C/U;255;3;14
838;B1437;ARCO COAXIAL BRAIDED;236;3;14
839;B1406;ARCO CURVA REVERSA REDONDO;167;3;14
840;B1410;ARCO NITI CUADRADO;260;3;14
841;B1411;ARCO NITI REDONDO;202;3;14
842;B1468;ARCO TERMO ACTIVABLE;308;3;14
843;B1472;BACKETS ONLY - ORGANIZERS;55;4;14
844;B1430;BANDAS MORELLI C/TUBO;81;5;14
845;D1430;BANDAS ONLYDENT C/T Y CAJA;245;5;14
846;C1430;BANDAS S/TUBO MORELLI;406;5;14
847;B1405;BARRA PALATINA MORELLI C/U;202;14;14
848;B1491;BOLSO PORTA ALICATE;451;14;14
849;B1423;BOTON MORELLI P/ADHERIR;34;6;14
850;B1443;BOTON P/ ADHERIR LINGUAL C/U;154;6;14
851;B1466;BOTON PARA CEMENTAR X10;91;6;14
852;B1483;BRAC. CERAM ONLYDENT X 12;241;4;14
853;B1484;BRAC. CERAM. ONLYDENT C/U;184;4;14
854;B1482;BRAC.CERAM. ONLYDENT X 6 C.A C;246;4;14
855;B1446;BRACKET C/HOOK X 10;165;4;14
856;B1470;BRACKET CERAMICO TRANSPAREGRAD;313;4;14
857;B1471;BRACKET CERAMICOS ONLY-BRACES;391;4;14
858;B1447;BRACKET DE ROTH S/HOOK X 10;235;4;14
859;B1444;BRACKET MORE/EDGEWISE X 10;128;4;14
860;B1404;BRACKET MORELLI T/EDGEWISE;5;4;14
861;B1400;BRACKET MORELLI T/ROTH EST.;298;4;14
862;B1403;BRACKET MORELLI T/ROTH MONOBLO;71;4;14
863;B1401;BRACKET MORELLI T/ROTH STANDAR;377;4;14
864;B1469;BRACKETS ROTH COMP.C/SLOT MET.;205;4;14
865;B1458;BRAQUETES ROTH ESPECIAL C/GANC;48;4;14
866;B1436;BRILLANTINA X 50 GR.;89;14;14
867;A1493;CAJA FLUORBOX P/ORTODONCIA;385;14;14
868;37;CAJA PARA BRACKETS;108;4;14
869;C1124;CERA ORTODONCIA;330;14;14
870;A1467;DISPENSADOR PELLETS VENTURA;261;14;14
871;B1452;ELASTICO CRISTAL ROLLO ORTHOTE;103;14;14
872;B1427;GOMA INTRAORAL C/BOLSITA;349;14;14
873;B1478;HILO ELASTICO TRANS.HUECO;246;14;14
874;A1301;JERINGAS DESC. P/LAVAJE;481;14;14
875;B1429;LIGADURA PARAGUITA;238;7;14
876;B1415;LIGADURA PEINE COLOR;74;7;14
877;B1456;MASCARA DELLAIRE LEONE;496;14;14
878;A1412;MATRICES PREMOL Y MOL C/U;445;14;14
879;B1481;MODULO DE ROTACION TRANS. X 10;129;14;14
880;B1771;MORDAZA P/ TORNO COLG. Y MANO;110;14;14
881;B1450;ORTHO ONE KIT TRIAL;134;14;14
882;B1463;ORTHO-ONE 15 ML. LIQUIDO;492;14;14
883;B1462;PINZA P/ BRACKETS;46;2;14
884;B1490;PINZA PORTA TUBOS;277;2;14
885;B2205;PORTA ALICATES ACRILICO;313;2;14
886;B1459;PORTA ELASTOMERO;122;14;14
887;B1432;RESORTE CERRADO DE 6-9-12MM.;464;8;14
888;B1417;RESORTE MORELLI ACERO;392;8;14
889;B1420;RESORTE MORELLI NITI;305;8;14
890;B1422;RESORTE NITI RB ORTODONTIC;250;8;14
891;B1449;SEPARADOR GOMA X100 POSTERIOR;380;9;14
892;B1477;SEPARADOR GOMAS X 10 POSTERIOR;446;9;14
893;B1416;SOLDADURA DE PLATA GDE. MORELL;54;10;14
894;B1414;SOLDADURA UNIVERSAL C/U;323;10;14
895;B1441;TORNILLO ESTANDAR A0805;450;11;14
896;B1486;TORNILLO STANDAR;308;11;14
897;B1445;TUBO P/ADHERIR ROTH X 5;318;12;14
898;B1425;TUBO SIMPLE PARA CEMENTAR;146;12;14
899;B1424;TUBO TRIPLE MORELLI SLOT 0.18;468;12;14
900;162;ZOCALO;258;13;14
901;B162;ZOCALO PLASTICO LEONE;444;13;14
